File Name;Size;Permission;Type;UID;Owner;Group;Last Access;Last Modif;Last Status
z://Arquivos de programas/OpenSTA/Server/XMLVDK010.dll;401408;;{94C3B586-4159-9795-04D6-7EFD-7EFD04D6};-1;-1; 18:12:38 09/11/2009; 02:58:32 01/08/2007; 02:58:32 01/08/2007
z://Arquivos de programas/OpenSTA/Server/XMLVDK011.dll;237568;;{2A0ABE11-07F8-14BF-F54F-7324-7324F54F};-1;-1; 18:12:38 09/11/2009; 02:58:10 01/08/2007; 02:58:10 01/08/2007
z://Arquivos de programas/PageSucker 3.2/PageSuckerLog.txt;5622;;{D30BA350-1E8C-F683-1A37-409F-409F1A37};-1;-1; 18:12:38 09/11/2009; 12:07:17 23/10/2009; 12:05:54 23/10/2009
z://Arquivos de programas/PageSucker 3.2/Read Me.txt;3809;;{AC434382-07FA-7A71-9259-9B5C-9B5C9259};-1;-1; 18:12:38 09/11/2009; 17:16:22 22/08/2002; 17:16:22 22/08/2002
z://Arquivos de programas/PageSucker 3.2/Version History.txt;30584;;{7509D22C-6A70-7851-2041-10DB-10DB2041};-1;-1; 18:12:38 09/11/2009; 14:59:34 22/08/2002; 14:59:34 22/08/2002
z://Arquivos de programas/PDFCreator/AFPL License.txt;12519;;{3F15175D-9FAF-C669-BCE5-CE54-CE54BCE5};-1;-1; 18:12:38 09/11/2009; 14:50:38 14/00/2008; 11:14:52 28/09/2009
z://Arquivos de programas/PDFCreator/COM/DOTNET Scripting Host/readme.txt;218;;{AA99C070-D5C1-5343-3B38-C07D-C07D3B38};-1;-1; 18:12:38 09/11/2009; 14:50:52 14/00/2008; 11:14:53 28/09/2009
z://Arquivos de programas/PDFCreator/GNU License.txt;17787;;{10A006DC-84D6-44F7-811D-C060-C060811D};-1;-1; 18:12:38 09/11/2009; 14:50:38 14/00/2008; 11:14:52 28/09/2009
z://Arquivos de programas/PDFCreator/GS8.64/gs8.64/Bin/gsdll32.dll;11042816;;{F2F7708B-A118-B07F-EA75-695E-695EEA75};-1;-1; 18:12:38 09/11/2009; 08:28:28 05/01/2009; 11:14:51 28/09/2009
z://Arquivos de programas/PDFCreator/History.txt;9262;;{8B35A3AA-E7D4-C953-7978-B3B3-B3B37978};-1;-1; 18:12:38 09/11/2009; 17:00:44 08/03/2009; 11:14:52 28/09/2009
z://Arquivos de programas/PDFCreator/PlugIns/pdfforge/readme.txt;415;;{B8171319-FE0C-7EAE-E189-BE3E-BE3EE189};-1;-1; 18:12:38 09/11/2009; 14:59:30 22/07/2008; 11:14:53 28/09/2009
z://Arquivos de programas/PDFCreator/Scripts/RunProgramAfterSaving/Watermark.pdf;5064;;{8520D499-741B-477A-6873-367C-367C6873};-1;-1; 18:12:38 09/11/2009; 14:50:10 14/00/2008; 11:14:53 28/09/2009
z://Arquivos de programas/PDFCreator/SetupLog.txt;4039;;{933E9C04-CB09-E0AF-0D83-2DC2-2DC20D83};-1;-1; 18:12:38 09/11/2009; 11:15:01 28/09/2009; 11:14:54 28/09/2009
